livre	chapitre	verset	fr	ewe
REV	19	20	Et la bête fut prise, et avec elle le faux prophète, qui avait fait devant elle les prodiges par lesquels il avait séduit ceux qui avaient pris la marque de la bête et adoré son image. Ils furent tous les deux jetés vivants dans l’étang ardent de feu et de soufre.	Eye wolé là la kple 4awatsonyagblodila, si wo dzesiwo le efe nku me, esiwo wütso ble amesiwo ho là la fe dzesi kple amesiwo de ta agu na efe legba; wotso wo ame eve la sia fu gbe de ?dzota, si le bibim kple dzokpe la me agbagbe
REV	9	11	Elles avaient sur elles comme roi l’ange de l’abîme, nommé en hébreu Abaddon, et en grec Apollyon.	Eye fiaa de, si nye awli me ?dola la, du wo dzi, eye woyo enko le Hebri-gbe me be Abadon, eye woyone le Hela-gbe me be Apo- lion (gblela)
REV	6	14	Le ciel se retira comme un livre qu’on roule; et toutes les montagnes et les îles furent remuées de leurs places.	Eye wonlo dzifo da abe agbalé nonlo ene, eye wode to sia to kple fu- kpo sia fukpo da le wo tefe
REV	2	23	Je ferai mourir de mort ses enfants; et toutes les Églises connaîtront\wj* que je suis celui qui sonde les reins et les cœurs, et\wj* je vous rendrai à chacun selon vos œuvres.\wj*	eye matso dovo awu via- wo. Eye hameawo katà woanyae bena, nyee nye amesi dzroa ayi- kuwo kple dziwo me kpona, eye mado tefe na mia dome amesia- me le efe dowowowo nu
REV	22	18	Je le déclare à quiconque entend les paroles de la prophétie de ce livre: Si quelqu’un y ajoute quelque chose, Dieu le frappera des fléaux décrits dans ce livre;	Mele dase dim na amesiame, si le agbalé sia me nyagblodi- 1 kp.7;t23,1. nyawo sem Ja bena, ne amea de n . p Ko. 2, 6. . 4,2. tso nane Kpe de nya siawo nuti la, ekema Mawu atso fuwoame, siwo wonlo de agbalé sia me la, akpe de enuti ne; 19 eye ne ramea de ade nane le agbalé sia me nyagblodinyawo me la, eke- ma Mawu ade efe pome atso agbeti la kple du kokoe, siwo wonlo de agbalé sia me la me
REV	19	4	Et les vingt-quatre vieillards et les quatre êtres vivants se prosternèrent et adorèrent Dieu assis sur le trône, en disant: Amen! Alléluia!	Eye amega hoho blave vo eneawo kple nu gbagbe eneawo tsyo mo anyi, eye wodo gbe da na Mawu, amesi bobo no anyi de fiazikpui dzi la, gblo bena: Amen, Mikafu Yeho- wa!
REV	11	3	Je donnerai à mes deux témoins le pouvoir de prophétiser, revêtus de sacs, pendant mille deux cent soixante jours.	Eye mana nusé nye dasedila eve, bena woagblo nya di nkeke *akpe deka kple alafa eve kple blaade, eye woano akpa- nya me
REV	13	5	Et il lui fut donné une bouche qui proférait des paroles arrogantes et des blasphèmes; et il lui fut donné le pouvoir d’agir pendant quarante-deux mois.	Eye wotso nu, si gbloa nya gawo kple busunyawo la ne, eye wotso nusé ne, be wóano do dzi gleti blane vo eve
REV	11	6	Ils ont le pouvoir de fermer le ciel, afin qu’il ne tombe point de pluie pendant les jours de leur prophétie; et ils ont le pouvoir de changer les eaux en sang, et de frapper la terre de toute espèce de plaie, chaque fois qu’ils le voudront.	Nusé le ame- Siawo si be, woatu dzifo nu, bena tsimagadzale wofenyagblodinke- keawo me o,* eye nusé le wo si de towo dzi, be woatro wo woazu wu, eye be woatso fuwoame tsyo fomevi afo anyigba la zi gede, alesi wolo
REV	7	11	Et tous les anges se tenaient autour du trône et des vieillards et des quatre êtres vivants; et ils se prosternèrent sur leurs faces devant le trône, et ils adorèrent Dieu,	Eye 'mawudola- wo kata le tsitre fo Ma fiazikpui la kple amegá hohoawo kple nu gbagbe eneawo, eye wotsyo wofe mo anyi de fiazikpui la ngo, eye wodo gbe da na Mawu le gbo- gblom bena
REV	20	13	La mer rendit les morts qui étaient en elle, la mort et le séjour des morts rendirent les morts qui étaient en eux; et chacun fut jugé selon ses œuvres.	Eye atsiafu de ame kuku, siwo le eme la, hena, eye ku kple tsi&éfe wode ame ku- ku, siwo le wo si la, hena, eye wodró wonu amesiame de efe do- wowowo nu. 14 Eye /wotso ku kple isieғe fu gbe de dzota la me. Dzota sia enye ku evelia
REV	11	16	Et les vingt-quatre vieillards, qui étaient assis devant Dieu sur leurs trônes, se prosternèrent sur leurs faces, et ils adorèrent Dieu,	Eye amega hoho blave vo ene, siwo bobo no wofe zikpuiwo dzi le Mawu fe ñku me la, Pisyo wote mo anyi, eye wodo gbe da na Mawu 17 le gbogblom bena: Míeda akpe na wo, *Afeto, Mawu nusé- katáto, wo amesi li, eye néno anyi; elabena ého wó nusé gá, eye nédu fia
REV	11	2	Mais le parvis extérieur du temple, laisse-le en dehors, et ne le mesure pas; car il a été donné aux nations, et elles fouleront aux pieds la ville sainte pendant quarante-deux mois.	Eye nade hohonu, si le gbedohoa nu 1a, le eme, eye megadzidzee o; elabena wotsoe na troósubolawo,eye woanyà avuzi ndu kokoe la dzi iġleti blane vo eve son
REV	3	2	Sois vigilant, et affermis le reste qui est près de mourir; car je n’ai pas trouvé tes œuvres parfaites devant mon Dieu.\wj*	No nudzo, eye nado nusé nusiwo suso le kuku ge la; elabena nyemekpo wo do- wowowo le blibo le nye Mawu fe nku me o
REV	13	2	La bête que je vis était semblable à un léopard; ses pieds étaient comme ceux d’un ours, et sa gueule comme une gueule de lion. Le dragon lui donna sa puissance, et son trône, et une grande autorité.	Eye la, si mekpo la, le abe lakle ene, eye efe afowo le abe sisiblisi fe afowo ene, eye efe nu le abe dzata fe nu ene; eye wo driba la tso efe nutete kple efe fiazi- kpui kpakple efe nuse ga ne
REV	9	15	Et les quatre anges qui étaient prêts pour l’heure, le jour, le mois et l’année, furent déliés afin qu’ils tuassent le tiers des hommes.	Eye wotu dola ene, siwo dzra wo dokui do hena ga- fofo kple nkeke kple gleti kpa- kple fe la, bena woawu amewo fe takpa etõlia
REV	12	14	Et les deux ailes du grand aigle furent données à la femme, afin qu’elle s’envolât au désert, vers son lieu, où elle est nourrie un temps, des temps, et la moitié d’un temps, loin de la face du serpent.	Eye wotso hb paa de fe awala eve na nyonu la, pena wóadzo ayi gbedzi ayi de tefe, afisi woanyii le geyigia de kple geyigiwo kpakple &eyigi afa tso da la fe nku me
REV	1	13	et, au milieu des sept chandeliers, quelqu’un qui ressemblait à un fils d’homme, vêtu d’une longue robe, et ayant une ceinture d’or sur la poitrine.	eye le sikakaditi adreawo ti- tina la amea de li, si di ame- gbetovi, edo awu wWlaya, eye wò- itso sikalidziblanu bla akota
REV	11	5	Si quelqu’un veut leur faire du mal, du feu sort de leur bouche et dévore leurs ennemis; et si quelqu’un veut leur faire du mal, il faut qu’il soit tué de cette manière.	Eye ne amea de di be, yeawo yb de wo nu la, dzo dona tsoa wofe nu me, eye woófiàa wofe ketowo; eye ne amea de di be, yeawo yb de wo nu la, ele be, woawui nenema ke
REV	9	13	Le sixième ange sonna de la trompette. Et j’entendis une voix venant des quatre cornes de l’autel d’or qui est devant Dieu,	Eye mawudola adelia ku kpé la, eye mese gbea de di tso si- kavosamlekpui, si le Mawu nku me la, fe dzo eneawo gbo, 14 le gbogblom na mawudola adelia, si lé kpë la de asi la bena: Tu dola ene, siwo wobla de Frat-tosisi ga la to
REV	12	5	Elle enfanta un fils, qui doit paître toutes les nations avec une verge de fer. Et son enfant fut enlevé vers Dieu et vers son trône.	Eye wódzi nutsuvi, si latso ga- tikplo akplo dukowo katà; eye wotso via yi Mawu kple efe fia- zikpui la gbo
REV	11	7	Quand ils auront achevé leur témoignage, la bête qui monte de l’abîme leur fera la guerre, les vaincra, et les tuera.	Eye ne wowu wote dasedidi nu vo la, ekema la, si do tso awli me la, awo awa kpli wo, eye wòadu wo dzi, eye wóa- wu wo
REV	1	14	Sa tête et ses cheveux étaient blancs comme de la laine blanche, comme de la neige; ses yeux étaient comme une flamme de feu;	Eye fefe ta kple efe tada fu tititi abe aléfu gi ene, eye abe sno ene, eye ?efe nkuwo le abe dzo fe ade ene, 15 eye efe afowo di gadzé, si wode kpodzo me wóbià hé, eye efe gbe le abe tsi sisi gedewo fe gbedidi ene
REV	22	17	Et l’Esprit et l’épouse disent: Viens. Et que celui qui entend dise: Viens. Et que celui qui a soif vienne; que celui qui veut, prenne de l’eau de la vie, gratuitement.	Eye Gbogbo la kple nugbe- to la le gbogblom bena: Va! Eye amesi le esem la, negblo be: Va! *Eye amesi tsiko le ewum la, ne- va; amesi lo la, neho agbetsi la no fa. Nuwunyawo
REV	21	2	Et je vis descendre du ciel, d’auprès de Dieu, la ville sainte, la nouvelle Jérusalem, préparée comme une épouse qui s’est parée pour son époux.	Eye mekpo du kokoe, 'si nye Yerusa- lem yeye la, le didim tso dzifo tso Mawu gbo, eye wodzrae do abe nugbeto, si wowo leke na hena sróa ene
REV	3	9	Voici, je te donne de ceux\wj* de la synagogue de Satan, qui se disent Juifs et ne le sont pas, mais qui mentent; voici, je les ferai venir, se prosterner à tes pieds, et connaître que je t’ai aimé.\wj*	Kpo da, made Satana fe fufofemetoa dewo, amesiwo gblona bena, Yudatowo yewonye, eye womenyee o, ke bon awatso wokana la; kpo da, mawo wo be, b Y es.49,23;60, / kp. 7. A 5, 6. i ; Yes. ; ;Fil. s Yu. 23; Zah. u, 7. v Kor. I. 4, 8. y . . 1, 7. a . *woava ade ta apu de wò afo nu, eye woadze sii be, nye la meló wo
REV	3	11	Je viens bientôt.\wj* Retiens ce que tu as, afin que personne ne prenne ta couronne.\wj*	Kpo da, megbona kaba; lé nusi le asiwó me la, de asi sesie, bena amea deke nagaho wo fiakuku la o
REV	21	14	La muraille de la ville avait douze fondements, et sur eux les douze noms des douze apôtres de l’agneau.	Gomedodo wuie- ve li na dua £e gli la, eye Alévi la fe apostolo wuieveawo fe nko- wo le wo nu
REV	2	27	Il les paîtra avec une verge de fer, comme on brise les vases d’argile, ainsi que moi-même j’en ai reçu le pouvoir de mon Père.\wj*	eye woóakplo wo kple gatikplo, eye wóagbaà wo gudu- gudu abe zemela fe zewo ene, abe alesi nye Ha mekpo nusé tso Fofonye gbo ene, 28 eye matso nukegletivi ane
REV	3	4	Cependant tu as à Sardes quelques hommes qui n’ont pas souillé leurs vêtements; ils marcheront avec moi en vêtements blancs, parce qu’ils en sont dignes.\wj*	Gake la ekpo nko wea gewo le Sardes, *esiwo mefo di wofe awuwo 0, eye woazo kpakplim le awu giwo me; elabena wodze
REV	19	5	Et une voix sortit du trône, disant: Louez notre Dieu, vous tous ses serviteurs, vous qui le craignez, petits et grands!	Eye gbe di tso fiazikpui la me le gbogblom bena: Mikafu mia e, ts Mawu, mi efe dolawo kata kple mi amesiwo vóne, mi deviwo kple ame tsitsiwo! Alévi la £e sródenkekenyuledudu
REV	6	4	Et il sortit un autre cheval, roux. Celui qui le montait reçut le pouvoir d’enlever la paix de la terre, afin que les hommes s’égorgeassent les uns les autres; et une grande épée lui fut donnée.	Eye So bubua de, si le dzie la, do go, eye amesi doe la, wona nusée, be wòade nutifafa da le anyigba dzi, bena woawu wo noewo, eye wotso yi gáa de de asi ne
REV	12	4	Sa queue entraînait le tiers des étoiles du ciel, et les jetait sur la terre. Le dragon se tint devant la femme qui allait enfanter, afin de dévorer son enfant, lorsqu’elle aurait enfanté.	Eye efe asike he dzifogletiviwo fe akpa etolia, eye wotso wo fu gbe de anyigba. Eye wo driba la tsi tre de nyonu, si le vi dzi ge la, fe nku me, bena ne edzi via ko la, ne yeatsoe ami
REV	18	6	Payez-la comme elle a payé, et rendez-lui au double selon ses œuvres. Dans la coupe où elle a versé, versez-lui au double.	°Migo tefe ne, abe alesi eya hà do ete- fe na mi ene, mido tefe ne tefe eve le efe dowowowo nu, kplu, si me wototo nu le la, mitoto nu tefe eve nu de eme ne
REV	15	4	Qui ne craindrait, Seigneur, et ne glorifierait ton nom? Car seul tu es saint. Et toutes les nations viendront, et se prosterneront devant toi, parce que tes jugements ont été manifestés.	Afeto, amekae mavo Hadzilawo le ahühgefu nu. wo o, eye makafu wo nko la o maha? Elabena wó deka hó koe le kokoe; elabena dukowo kata woava ade ta apu le nkuwo me; elabena wode wo nu dzodzoe wo- wowo de go fia. Fuwoame adre mloetowo. Dzadzrado hena domedzoekplu adreawo kokodanyi
REV	9	5	Il leur fut donné, non de les tuer, mais de les tourmenter pendant cinq mois; et le tourment qu’elles causaient était comme le tourment que cause le scorpion, quand il pique un homme.	Eye wona nusé wo be, woagawu wo o, ke bon bene woawo fu wo gleti ato son; eye wofe fuwowo la le abe dzidegbe fe ametete fe amewo fe mo ene
REV	6	3	Quand il ouvrit le second sceau, j’entendis le second être vivant qui disait: Viens.	Eye esime wóde 'nutrenu evelia da la, mese nu gbagbe eve- lia le gbogblom bena: Va!
REV	18	24	et parce qu’on a trouvé chez elle le sang des prophètes et des saints et de tous ceux qui ont été égorgés sur la terre.	Eye wokpo nya- gblodilawo kple ame kokoewo kpakple amesiwo kata wowu le anyigba dzi la, fe wu le eme. 19, 1- 20, 1 Dzidzohadzidzi le Babel mumu ñuti
REV	8	4	La fumée des parfums monta, avec les prières des saints, de la main de l’ange devant Dieu.	Eye atike wewee la fe dzudzo kple ame kokoewo fe gbedododawo tu tso mawudola fe asi me yi dzifo le Mawu fe nku me
REV	2	5	Souviens-toi donc d’où tu es tombé, repens-toi, et pratique tes premières œuvres; sinon, je viendrai à toi, et j’ôterai ton chandelier de sa place, à moins que tu ne te repentes.\wj*	Eyata do nku afisi nége tso la dzi, ne natro le dzi me, eye nawo gbà dowowoawo; ne me- nye nenem o la, mava cowo Ka- ba, eye made wo akaditi la da tso enofe, n 6 Gake ésia le asiwó bena, nelea fu ?nikolaitowo fe nuwowo, siwo nye hà meléa fui la
REV	9	17	Et ainsi je vis les chevaux dans la vision, et ceux qui les montaient, ayant des cuirasses couleur de feu, d’hyacinthe, et de soufre. Les têtes des chevaux étaient comme des têtes de lions; et de leurs bouches il sortait du feu, de la fumée, et du soufre.	Eye ale mekpo sowo kple amesiwo do wo la, le nutega me: Wodo akotakpohonu, siwo di dzo, kple akotakpohonu yibowo kpakple akotakpohonu dzëwo, eye soawo fe ta le abe dzatawo fe ta ene, eye dzo kple dzudzo kpakple dzokpe do go tso wofe nu me
REV	4	11	Tu es digne, notre Seigneur et notre Dieu, de recevoir la gloire et l’honneur et la puissance; car tu as créé toutes choses, et c’est par ta volonté qu’elles existent et qu’elles ont été créées.	Mía Afeto kple mía Mawu, wóe dze be, naho nutikokoe kple bubu kple nusé; elabena wóe wo nuwo kata, eye wo 1o1gnu ta woli, eye wowo wo do. Alévi lu bo agbalé, si nutrenu adre li na. Eye mekpo agbale, si wonlo » nu de eme kple ekogo kata, eye wotre enu kple nutrenu adre Ma, le amesi bobo no fiazikpui dzi la, fe nudusi me
REV	22	6	Et il me dit: Ces paroles sont certaines et véritables; et le Seigneur, le Dieu des esprits des prophètes, a envoyé son ange pour montrer à ses serviteurs les choses qui doivent arriver bientôt.	Eye wógblo nam bena: Nya siawo nye nya vavàwo kple nya- tefenyawo, eye nyagblodilawo fe gbogbowo fe Afeto, Mawu la, do efe dola, bene woóade nusiwo le eme va ge kpuie 1a, afia efe dolawo
REV	18	16	et diront: Malheur! Malheur! La grande ville, qui était vêtue de fin lin, de pourpre et d’écarlate, et parée d’or, de pierres précieuses et de perles! En une seule heure tant de richesses ont été détruites!	Baba, baba na du gà la! Eya, si do aklalabidibidiwu kple adabewu kple awu dzi, eye wó- wo leke kple sika kple kpe hoasi kple adzagbawo! Elabena le ga- fofo deka me kesinonu gede sia- wo gblé petepete
REV	1	7	Voici, il vient avec les nuées. Et tout œil le verra, même ceux qui l’ont percé; et toutes les tribus de la terre se lamenteront à cause de lui. Oui. Amen!	Kpo da, 'egbona kple alili- kpowo, eye nku sia nku lakpoe, eye amesiwo fo ni dee ha, la- kpoe, eye anyigba dzi fomeawo kata lawu avi ho le enuti! E, amen
REV	6	9	Quand il ouvrit le cinquième sceau, je vis sous l’autel les âmes de ceux qui avaient été immolés à cause de la parole de Dieu et à cause du témoignage qu’ils avaient rendu.	Eye esime wóde nutrenu ató- lia da la, mekpo amesiwo wowu le Mawu fe nya kple dasedidi, si wolé de asi ñuti la, fe luwowo le ?vosamlekpui la te; 10 eye wodo gli kple gbe gà le gbogblom be- na: Afeto kokoeto kple nyatefeto,? ükeke nenie nye si medrd wonu, eye mébia hlà de míafe wu ta le amesiwo le anyigba dzi la si o maha?
REV	12	1	Un grand signe parut dans le ciel: une femme enveloppée du soleil, la lune sous ses pieds, et une couronne de douze étoiles sur sa tête.	Eye wokpo dzesi gia de le a dzifo: Nyonua de do ġe, eye gleti le efe afo te, eye gleti wuieve fe fiakuku le eta, 2 eye fu le efo, eye wole ġli dom le fuduame nuti, eye vidzidzi nye do ne
REV	11	19	Et le temple de Dieu dans le ciel fut ouvert, et l’arche de son alliance apparut dans son temple. Et il y eut des éclairs, des voix, des tonnerres, un tremblement de terre, et une forte grêle.	Eye wowu mawuho, si le dzifo, eye wokpo efe nubabladaka le efe ho la me, eye dzikedzowo kple gbe- didiwo kple dzidegbewo kple anyi- gbawuwu kple tsikpe gawo va dzo
REV	22	7	Et voici, je viens bientôt.\wj* Heureux celui qui garde les paroles de la prophétie de ce livre!	Eye kpo da, megbona kpuie: Woayra amesiwo lé agba- lé sia me nyagblodinyawo me de asi la
